OTU_ID	M1B01X1	M1B01X2	M1B01X3	M1B02X1	M1B02X2	M1B02X3	M1B03X1	M1B03X2	M1B03X3	M1B04X1	M1B04X2	M1B04X3	M1B05X1	M1B05X2	M1B05X3	M1B06X1	M1B06X2	M1B06X3	M1B07X1	M1B07X2	M1B07X3	M1B08X1	M1B08X2	M1B08X3	M1B09X1	M1B09X2	M1B09X3	M1B10X1	M1B10X2	M1B10X3	M1B11X1	M1B11X2	M1B11X3	M1B12X1	M1B12X2	M1B12X3	M1B13X1	M1B13X2	M1B13X3	M1B14X1	M1B14X2	M1B14X3	M1B15X1	M1B15X2	M1B15X3	M1B16X1	M1B16X2	M1B16X3	M1B17X1	M1B17X2	M1B17X3	M1B18X1	M1B18X2	M1B18X3	M1B19X1	M1B19X2	M1B19X3	M1B20X1	M1B20X2	M1B20X3	M1B21X1	M1B21X2	M1B21X3	M1B22X1	M1B22X2	M1B22X3	M1B23X1	M1B23X2	M1B23X3	M1B24X1	M1B24X2	M1B24X3	M1B25X1	M1B25X2	M1B25X3	M1B26X1	M1B26X2	M1B26X3	M1B27X1	M1B27X2	M1B27X3	M1B28X1	M1B28X2	M1B28X3	M1B30X1	M1B30X2	M1B30X3	M1B31X1	M1B31X2	M1B31X3	M1B32X1	M1B32X2	M1B32X3	M1B33X1	M1B33X2	M1B33X3	M1B34X1	M1B34X2	M1B34X3	M1B35X1	M1B35X2	M1B35X3	M1B36X1	M1B36X2	M1B36X3	M1B37X1	M1B37X2	M1B37X3	M1B38X1	M1B38X2	M1B38X3	M1B39X1	M1B39X2	M1B39X3	M1B40X1	M1B40X2	M1B40X3	M1B41X1	M1B41X2	M1B41X3	M1B42X1	M1B42X2	M1B42X3	M1B43X1	M1B43X2	M1B43X3	M1B44X1	M1B44X2	M1B44X3	M1B45X1	M1B45X2	M1B45X3	M1B46X1	M1B46X2	M1B46X3	M1B47X1	M1B47X2	M1B47X3	M1B48X1	M1B48X2	M1B48X3	M1B49X1	M1B49X2	M1B49X3	M2B01X1	M2B01X2	M2B01X3	M2B02X1	M2B02X2	M2B02X3	M2B03X1	M2B03X2	M2B03X3	M2B04X1	M2B04X2	M2B04X3	M2B05X1	M2B05X2	M2B05X3	M2B06X1	M2B06X2	M2B06X3	M2B07X1	M2B07X2	M2B07X3	M2B08X1	M2B08X2	M2B08X3	M2B09X1	M2B09X2	M2B09X3	M2B10X1	M2B10X2	M2B10X3	M2B11X1	M2B11X2	M2B11X3	M2B12X1	M2B12X2	M2B12X3	M2B13X1	M2B13X2	M2B13X3	M2B14X1	M2B14X2	M2B14X3	M2B15X1	M2B15X2	M2B15X3	M2B16X1	M2B16X2	M2B16X3	M2B17X1	M2B17X2	M2B17X3	M2B18X1	M2B18X2	M2B18X3	M2B19X1	M2B19X2	M2B19X3	M2B20X1	M2B20X2	M2B20X3	M2B21X1	M2B21X2	M2B21X3	M2B22X1	M2B22X2	M2B22X3	M2B23X1	M2B23X2	M2B23X3	M2B24X1	M2B24X2	M2B24X3	M2B25X1	M2B25X2	M2B25X3	M2B26X1	M2B26X2	M2B26X3	M2B27X1	M2B27X2	M2B27X3	M2B28X1	M2B28X2	M2B28X3	M2B29X1	M2B29X2	M2B29X3	M2B30X1	M2B30X2	M2B30X3	M2B31X1	M2B31X2	M2B31X3	M2B32X1	M2B32X2	M2B32X3	M2B33X1	M2B33X2	M2B33X3	M2B34X1	M2B34X2	M2B34X3	M2B35X1	M2B35X2	M2B35X3	M2B36X1	M2B36X2	M2B36X3	M2B37X1	M2B37X2	M2B37X3	M2B38X1	M2B38X2	M2B38X3	M2B39X1	M2B39X2	M2B39X3	M2B40X1	M2B40X2	M2B40X3	M2B41X1	M2B41X2	M2B41X3	M2B42X1	M2B42X2	M2B42X3	M2B43X1	M2B43X2	M2B43X3	M2B44X1	M2B44X2	M2B44X3	M2B45X1	M2B45X2	M2B45X3	M2B46X1	M2B46X2	M2B46X3	M2B47X1	M2B47X2	M2B47X3	M2B48X1	M2B48X2	M2B48X3	M2B49X1	M2B49X2	M2B49X3	M3B01X1	M3B01X2	M3B01X3	M3B02X1	M3B02X2	M3B02X3	M3B03X1	M3B03X2	M3B03X3	M3B04X1	M3B04X2	M3B04X3	M3B05X1	M3B05X2	M3B05X3	M3B06X1	M3B06X2	M3B06X3	M3B07X1	M3B07X2	M3B07X3	M3B08X1	M3B08X2	M3B08X3	M3B09X1	M3B09X2	M3B09X3	M3B10X1	M3B10X2	M3B10X3	M3B11X1	M3B11X2	M3B11X3	M3B12X1	M3B12X2	M3B12X3	M3B13X1	M3B13X2	M3B13X3	M3B14X1	M3B14X2	M3B14X3	M3B15X1	M3B15X2	M3B15X3	M3B16X1	M3B16X2	M3B16X3	M3B17X1	M3B17X2	M3B17X3	M3B18X1	M3B18X2	M3B18X3	M3B19X1	M3B19X2	M3B19X3	M3B20X1	M3B20X2	M3B20X3	M3B21X1	M3B21X2	M3B21X3	M3B22X1	M3B22X2	M3B22X3	M3B23X1	M3B23X2	M3B23X3	M3B24X1	M3B24X2	M3B24X3	M3B25X1	M3B25X2	M3B25X3	M3B26X1	M3B26X2	M3B26X3	M3B27X1	M3B27X2	M3B27X3	M3B28X1	M3B28X2	M3B28X3	M3B29X1	M3B29X2	M3B29X3	M3B31X1	M3B31X2	M3B31X3	M3B32X1	M3B32X2	M3B32X3	M3B33X1	M3B33X2	M3B33X3	M3B34X1	M3B34X2	M3B34X3	M3B35X1	M3B35X2	M3B35X3	M3B36X1	M3B36X2	M3B36X3	M3B37X1	M3B37X2	M3B37X3	M3B38X1	M3B38X2	M3B38X3	M3B39X1	M3B39X2	M3B39X3	M3B40X1	M3B40X2	M3B40X3	M3B41X1	M3B41X2	M3B41X3	M3B42X1	M3B42X2	M3B42X3	M3B43X1	M3B43X2	M3B43X3	M3B44X1	M3B44X2	M3B44X3	M3B45X1	M3B45X2	M3B45X3	M3B46X1	M3B46X2	M3B46X3	M3B47X1	M3B47X2	M3B47X3	M3B48X1	M3B48X2	M3B48X3	M3B49X1	M3B49X2	M3B49X3	M4B01X1	M4B01X2	M4B01X3	M4B02X1	M4B02X2	M4B02X3	M4B03X1	M4B03X2	M4B03X3	M4B04X1	M4B04X2	M4B04X3	M4B05X1	M4B05X2	M4B05X3	M4B06X1	M4B06X2	M4B06X3	M4B07X1	M4B07X2	M4B07X3	M4B08X1	M4B08X2	M4B08X3	M4B09X1	M4B09X2	M4B09X3	M4B10X1	M4B10X2	M4B10X3	M4B11X1	M4B11X2	M4B11X3	M4B12X1	M4B12X2	M4B12X3	M4B13X1	M4B13X2	M4B13X3	M4B14X1	M4B14X2	M4B14X3	M4B15X1	M4B15X2	M4B15X3	M4B16X1	M4B16X2	M4B16X3	M4B17X1	M4B17X2	M4B17X3	M4B18X1	M4B18X2	M4B18X3	M4B19X1	M4B19X2	M4B19X3	M4B20X1	M4B20X2	M4B20X3	M4B21X1	M4B21X2	M4B21X3	M4B22X1	M4B22X2	M4B22X3	M4B23X1	M4B23X2	M4B23X3	M4B24X1	M4B24X2	M4B24X3	M4B25X1	M4B25X2	M4B25X3	M4B26X1	M4B26X2	M4B26X3	M4B27X1	M4B27X2	M4B27X3	M4B28X1	M4B28X2	M4B28X3	M4B29X1	M4B29X2	M4B29X3	M4B30X1	M4B30X2	M4B30X3	M4B31X1	M4B31X2	M4B31X3	M4B32X1	M4B32X2	M4B32X3	M4B33X1	M4B33X2	M4B33X3	M4B34X1	M4B34X2	M4B34X3	M4B35X1	M4B35X2	M4B35X3	M4B36X1	M4B36X2	M4B36X3	M4B37X1	M4B37X2	M4B37X3	M4B38X1	M4B38X2	M4B38X3	M4B39X1	M4B39X2	M4B39X3	M4B40X1	M4B40X2	M4B40X3	M4B41X1	M4B41X2	M4B41X3	M4B42X1	M4B42X2	M4B42X3	M4B43X1	M4B43X2	M4B43X3	M4B44X1	M4B44X2	M4B44X3	M4B45X1	M4B45X2	M4B45X3	M4B46X1	M4B46X2	M4B46X3	M4B47X1	M4B47X2	M4B47X3	M4B48X1	M4B48X2	M4B48X3	M4B49X1	M4B49X2	M4B49X3	M5B01X1	M5B01X2	M5B01X3	M5B02X1	M5B02X2	M5B02X3	M5B03X1	M5B03X2	M5B03X3	M5B04X1	M5B04X2	M5B04X3	M5B05X1	M5B05X2	M5B05X3	M5B06X1	M5B06X2	M5B06X3	M5B07X1	M5B07X2	M5B07X3	M5B08X1	M5B08X2	M5B08X3	M5B09X1	M5B09X2	M5B09X3	M5B10X1	M5B10X2	M5B10X3	M5B11X1	M5B11X2	M5B11X3	M5B12X1	M5B12X2	M5B12X3	M5B13X1	M5B13X2	M5B13X3	M5B14X1	M5B14X2	M5B14X3	M5B15X1	M5B15X2	M5B15X3	M5B16X1	M5B16X2	M5B16X3	M5B17X1	M5B17X2	M5B17X3	M5B18X1	M5B18X2	M5B18X3	M5B19X1	M5B19X2	M5B19X3	M5B20X1	M5B20X2	M5B20X3	M5B21X1	M5B21X2	M5B21X3	M5B22X1	M5B22X2	M5B22X3	M5B23X1	M5B23X2	M5B23X3	M5B24X1	M5B24X2	M5B24X3	M5B25X1	M5B25X2	M5B25X3	M5B26X1	M5B26X2	M5B26X3	M5B28X1	M5B28X2	M5B28X3	M5B29X1	M5B29X2	M5B29X3	M5B30X1	M5B30X2	M5B30X3	M5B31X1	M5B31X2	M5B31X3	M5B32X1	M5B32X2	M5B32X3	M5B33X1	M5B33X2	M5B33X3	M5B34X1	M5B34X2	M5B34X3	M5B35X1	M5B35X2	M5B35X3	M5B36X1	M5B36X2	M5B36X3	M5B37X1	M5B37X2	M5B37X3	M5B38X1	M5B38X2	M5B38X3	M5B39X1	M5B39X2	M5B39X3	M5B40X1	M5B40X2	M5B40X3	M5B41X1	M5B41X2	M5B41X3	M5B42X1	M5B42X2	M5B42X3	M5B43X1	M5B43X2	M5B43X3	M5B44X1	M5B44X2	M5B44X3	M5B45X1	M5B45X2	M5B45X3	M5B46X1	M5B46X2	M5B46X3	M5B47X1	M5B47X2	M5B47X3	M5B48X1	M5B48X2	M5B48X3	M5B49X1	M5B49X2	M5B49X3
BOLD:AAG2511	102373	91937	80845	80923	80192	89142	49825	64593	52675	60478	59404	77787	55559	46618	35720	55732	57642	42962	62052	51252	57345	20270	22294	27286	24243	29208	28801	13278	13067	18495	6177	6902	4935	9384	10330	10776	11432	16251	15834	3446	2936	3269	8257	6322	6742	13944	18178	15031	15070	16115	20713	3556	3317	4950	361	415	320	17945	19911	26919	388	343	320	435	397	409	444	425	339	306	255	305	572	792	798	706	643	662	593	675	557	609	540	586	17432	16701	13846	21333	20884	27515	192108	48731	45966	35468	37981	98385	161373	128448	133695	107781	112190	93297	96988	83308	96177	88748	91375	88188	72865	65543	79365	95805	99904	104720	81512	88067	87093	62649	61808	53576	35567	34340	37026	68953	79705	75820	55080	51183	57702	30214	26986	28552	53821	47273	52047	23633	19413	27058	67692	70293	55743	15679	16679	19106	103565	89335	81042	71776	79073	44261	66176	61473	59633	50556	64709	55891	31798	30696	34146	25410	21809	27114	25684	27869	28536	21212	26209	22575	22541	22472	21667	15324	19355	14444	6127	6036	5056	7104	9130	8618	3961	4307	4996	1886	1743	1742	1139	1107	1025	5734	6984	8167	51463	49387	40773	1064	1079	1133	19685	22600	28233	18053	27888	16371	30772	29381	28814	1115	1091	952	981	844	672	757	863	1144	1083	929	865	3238	2678	3319	822	733	750	765	853	728	749	872	896	5661	7014	4870	1753	2124	1933	102859	110395	121491	80969	87854	84618	73638	70318	69337	55232	51579	54738	72340	111059	75866	52613	56477	56672	61676	69186	56862	62416	54509	60315	63114	52367	50313	45414	45042	48744	22829	19163	22161	31647	34284	32654	13122	16307	13965	15583	15312	15137	17122	21547	30605	4222	2598	3101	22204	21607	19880	20621	20521	19379	68797	75622	61638	50576	55106	51731	49626	50057	49900	48663	43249	55232	40714	37569	37427	30024	31323	35275	39539	46144	41904	28372	26036	39108	39635	40530	29418	39697	42589	39029	8101	5961	6928	27427	26290	22934	31998	23092	26572	24149	25543	25865	7437	9320	9542	60796	52199	41989	89883	115676	93544	13763	17497	15299	42182	54957	44720	84019	83087	86127	25955	26625	38097	2134	1840	1948	99252	110297	115794	2398	2400	2352	1883	903	1873	1741	1759	1942	2017	1673	1767	81130	95575	83724	1995	1844	1757	1490	1291	1374	51452	60995	66347	70059	70696	59455	61054	54009	58941	47960	55144	107184	61862	63921	68152	72787	68653	74345	67490	52720	53194	61357	62633	85842	73564	60371	56411	51487	51697	100679	32759	29483	54393	74049	68349	100018	50039	40332	56060	44014	41029	41582	42295	56884	53998	36747	39978	29462	3085	3094	3094	49312	50415	39476	42975	61377	35484	30776	30794	74046	9916	8994	9954	5233	3820	5901	16075	18774	21312	38147	11797	13984	10395	9891	8567	3188	5928	3790	2189	2183	1749	4589	3090	3283	2204	1608	1369	9838	8949	11526	10586	12320	10798	5344	5657	7384	8598	6329	5059	17401	11017	16057	2468	2472	2497	35682	35919	32252	53897	59824	51871	30317	34952	29548	47745	56773	47844	33012	27143	27955	2352	2450	1970	978	897	1096	888	873	878	25420	30080	19978	803	1081	1014	76647	81825	72887	1922	1758	1688	3349	3498	3468	61700	57988	50596	55640	83708	56806	58558	64638	69012	62175	60655	63680	71345	69987	64454	67477	71232	57698	54480	50258	51157	62717	95674	104610	99660	100791	83649	74059	76251	85552	84198	53025	93969	68508	61270	63370	94572	94687	93852	56155	65718	61851	66122	52469	52404	101545	86568	79433	51818	41593	44258	30902	38392	26029	14537	16875	16787	64334	63820	57820	69682	61738	62120	59884	47453	60870	33430	33102	48108	16210	20298	22395	28216	23729	27899	22106	24971	17912	10860	9085	8574	9146	9176	8236	16732	16826	17403	20083	16542	17703	14195	14670	18191	15375	16846	10850	5332	4360	5993	17561	18340	13300	11104	13392	11598	17936	18127	19303	1859	1736	1605	2624	2752	2625	869	696	732	3867	5684	3413	11353	9428	10371	816	939	862	722	780	745	829	777	766	913	972	945	11355	10661	8874	668	570	1918	2348	2269	2106	1946	1893	1791	72456	71645	74558	83293	91598	109578	72031	70394	57343	80436	79423	93143	73166	72804	78511	99649	109205	84125	91631	82808	84713	57900	71427	58734	54057	43595	50519	46987	39297	41744	13367	13464	13950	13733	12685	18047	8344	8733	7769	4967	5515	5640	7732	6331	6251	3016	3735	4641	4246	2724	3729	3304	3148	2998
BOLD:ACD5887	11478	8041	6500	7351	8861	5228	6337	6420	10762	14168	13680	22127	41742	38768	30321	35621	38513	39337	23080	21549	21514	19873	21231	19689	1292	1593	1313	4119	5341	4234	19259	24182	32055	7373	8331	9879	1427	1734	1908	35611	31431	34720	127	73	99	102	178	106	111	66	65	21342	24765	20254	41	30	95	11577	13615	19928	71	56	52	59	95	109	81	50	48	82	133	65	126	82	51	51	89	68	48	55	89	113	107	114	61	61	61	47	113	110	79	65	54	63	90	461	351	224	189	322	261	134	2633	5169	3645	420	368	260	4490	3860	4423	360	373	273	1814	1508	2098	8094	6373	5584	2681	2427	3153	1104	708	823	5746	8961	6658	8430	9223	9916	2977	2375	2117	28920	29306	27184	12571	11466	12638	35319	29988	35720	6632	6088	6368	13812	9106	5149	3165	5288	3539	20723	31806	27863	47512	45289	43871	50689	0	43485	42693	46046	54466	42672	38634	35588	3569	3609	4165	28915	19926	15067	9207	16777	9084	20355	34110	31098	2624	3490	2973	17526	21312	16756	189	214	274	53457	54024	50772	136	113	181	137	96	83	173	171	204	235	123	110	112	110	159	192	148	84	134	132	243	124	233	153	98	103	133	121	62	58	161	146	208	192	111	100	85	88	178	170	138	82	98	116	206	120	239	195	94	83	200	113	65	60	159	143	210	180	135	91	94	87	148	169	133	95	69	109	234	136	180	138	74	102	128	1522	1521	1512	128	121	129	173	113	75	1511	1078	1139	145	95	67	6266	4703	7116	29338	26039	28303	183	297	230	5531	4852	8179	6408	8037	8842	10951	11343	12236	4189	4195	7483	8827	9578	9210	25321	27038	24444	29986	29458	32496	32254	35549	31991	1009	656	1208	2989	3171	3243	24939	20950	21691	231	428	455	1918	1535	1324	275	562	320	596	452	280	255	343	313	216	173	428	38351	48002	48538	324	283	216	234	400	454	347	219	207	329	498	313	464	349	190	188	322	227	150	48	327	295	397	344	257	174	172	168	342	355	252	171	167	226	425	138	132	94	68	86	82	50	47	117	118	119	139	78	84	70	67	108	122	101	73	58	127	150	95	156	113	54	71	264	223	253	119	252	265	2346	2637	3294	4776	3461	4193	4551	5457	3272	2043	2311	3119	16486	14396	10529	4720	6183	7027	10074	5274	4508	548	1521	699	4099	5610	14177	3456	2933	2905	30198	27173	25753	9514	9743	15291	28765	6582	7749	8074	8692	9567	7198	7752	4707	5050	9010	5024	13113	11582	12082	93	101	81	6442	7991	6181	63	51	87	25306	18912	21290	175	152	299	209	113	122	63614	51487	48853	7290	7339	7632	144	118	272	304	215	138	149	186	321	172	196	151	88	83	156	113	66	75	156	148	175	170	119	94	83	75	141	157	132	83	89	110	217	113	180	100	75	68	205	100	47	51	140	130	159	124	81	63	50	72	125	144	94	59	69	81	126	97	304	257	3849	5075	4494	170	83	103	4764	1812	3032	242	173	124	134	115	197	246	189	93	10989	11780	11328	457	304	199	2825	2926	1776	24884	28403	36955	28055	32319	38023	1608	1647	1177	4504	4560	6117	4294	3628	4464	6376	5860	6565	21005	23731	26079	19644	20400	13176	2851	2827	4242	8312	9049	9549	4082	4742	3839	3185	4399	4932	9676	9794	9240	28208	30136	30083	14380	13592	10177	25179	23736	18933	19438	18861	26325	23142	25363	30456	214	182	142	27267	30598	30050	250	171	208	227	331	224	12634	18225	11560	92	180	115	77	90	147	164	218	264	141	119	110	107	167	206	160	102	108	121	250	322	182	123	108	181	151	87	89	167	183	203	220	145	105	91	101	177	254	212	92	90	141	245	161	297	238	136	139	985	732	706	120	295	204	5543	5526	5263	143	124	124	26849	32106	27655	6132	5454	6359	7707	7476	7361	283	178	171	88754	68137	68492	45559	53187	42171	299	313	189
BOLD:AAC7105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOLD:AAC7303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	10	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	10	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	11	16	0	0	0
BOLD:AAC7805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	241	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
